file,sha256,lines,top_level_declarations,status,evidence_or_reason
Sailune/CompositionAwareTextField.swift,aa1a09c62884cc695fad6966532008425e5f507cba51c86844eaf62c13b2dccf,66,CompositionAwareTextField,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/ContentView.swift,f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44,1057,ContentView | StartSidebarItem | StartSidebarView | AccountPlan | AccountPopoverView | StartSettingsView | AboutMeView | AboutMeForm | SidebarAvatarView | StartTopBarView | BookRoute | BookDeletionRequest | BookRouteDestination | BookCardView | BookCoverArtwork | HomeDeletionPopup | HomeMessagePopup | NewBookSheet,待共用,大型領域檔；須逐宣告確認責任邊界、資料依賴與安全拆分，不以行數直接判定可搬移。
Sailune/EditorSettingSelection.swift,6bc9c0cd89d12e0ae0167ec6b41c33113a78d91587d0e8fb313142254ce0d45b,112,EditorSettingsTarget | EditorSettingsNameCandidate | EditorSettingsMatcher | StoryTagMarkerDefinition,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/EditorWorkspaceView.swift,bd404a524632d306c4db3df7f7ef29dfe495e23d36307a8d8f5dff0b912ecffb,1529,EditorKeyboardMonitor | EditorWorkspaceMode | EditorWorkspaceView | PaletteCommand | CommandPaletteView | ShortcutHelpView | EditorSidebarView | EditorCenterView | SectionAnnotationsPopover | StoryTagMarkerLegendView,待共用,大型領域檔；須逐宣告確認責任邊界、資料依賴與安全拆分，不以行數直接判定可搬移。
Sailune/EpubExporter.swift,910f533ad4c262279dd620e727c2fc1c64202d4a6fd798c852d3672691965330,309,EpubExporter | ZipBuilder | Data,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/Era.swift,e0ccead848a5e1c9f7ab902403b2489ee343992d7c4d156e5975cb106e82447c,25,Era,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/Event.swift,7f5ffa3a65aa876aedb65f10b7b5ee6c15e55deb16487a4f45955e11adcd20ee,27,Event,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/ExportManager.swift,4ac466ab5e47a20e0e8e602369eb333742f10158607ca9fb568049886ac9b54e,169,SailuneExportDocument | SailuneExportRequest | SailuneFileExporterModifier | View | ExportManager,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/GovernmentPresets.swift,fe0f7bc3e3ec71d2f48ce0d68a1add965a17ad41fb236c30d88dc1c62aef9291,362,GovernmentPresetSection | GovernmentPreset | GovernmentPresetCatalogView | GovernmentPresetDetailView,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/InspectorViews.swift,430b203b9737a6bb6eda3292e9b83e40d44dc61523494b511cd7d22d5f393f81,422,InspectorLinkedEntry | InspectorLinkedItemsRow | InspectorRoute | InspectorCategorySelection | InspectorRootView,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/Item.swift,29249a9223a3984a876a1753ec802b96b6a3b9dd66e1d7980699d9e1c31c89de,87,Item | ItemHistory,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/ItemCopy.swift,950b9b353f76f19c702d21ad1187c007fbd4873d30c7670749c10138a97d7dd2,589,ItemCopySchemaV1 | ItemCopyLevelSelectionSchemaV1 | ItemCopy | ItemCopyHolding | ItemCopyHistory | ItemCopyLevelSelection | ItemCopy | ItemCopyOperations | ItemCopyStore | ItemCopyLevelSelectionRepair | V6ItemCopyBackfill,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/ItemInspectorViews.swift,6fc013c4a9382a0b51bf80c993c8cc9aae553284054115f9c42ba99b96131ca3,650,ItemListContainerView | ItemReferenceRow | ItemDetailView | ItemCopyDetailView | ItemLevelEditor | ItemLevelRow,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/ItemLevel.swift,4063bdff1e8596854120c26a54f14664c7e50b662f92293dae58652c50ec87fc,61,ItemLevel | ItemLevel,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/KinshipGraphViews.swift,63ae8cfb25e41529d153022214466ea9ed4187a8b77f3058c618852f54e50754,287,KinshipGraphView | AddKinshipSheet,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/KinshipRelation.swift,5674b75db85049ba833a462af096cab7bf894e514974db2288c7314f832c1a69,26,KinshipRelation,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/KinshipRole.swift,aa0f0713d2ca23864fb6743563de41ef9175f5e95fc05adc5960c8258db8f7b0,107,KinshipRole,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/MapCatalog.swift,4438fe4e7c973a387b2457886bfbd78250ce60f6b76e20ca63364a41107bd6ea,339,MapLevel | MapCatalogError | MapMarkerRecord | V5SettingsStore,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/MapCoordinate.swift,b8f831212b7b9a7adcfea57de21b36236368cc23001f647793c72c7fa70b1f8a,170,MapCoordinate | MapCoordinateInput | MapCoordinateTransform | MapViewport | MapMarkerPresentation,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/MapManagementViews.swift,7bdf25436b3024700112a84b88eb6ff7ae7be21ed82b2cbfed3873e5f6354242,182,MapNameOperation | MapManagementView | MapVersionManagementView,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/MapPDFGenerator.swift,16b10535906fa590532f0af7a624d353f8b7fab5f045bde20fa8d45545fc970a,192,MapTemplateStyle | MapPDFGenerator,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/MapViews.swift,c316e3276f6d98cbfab799c388f8c451696a8b7548f7a6f89a7dd38fc94271a3,990,MapScrollWheelMonitor | AdaptiveToolbarLabel | MapWorkspaceView | MapSurfaceView | MapMarkerView | MapCoordinateOverlay | MapMarkerDraft | MapMarkerEditorView | MapPDFPageView | MapPDFDrawingView,待共用,大型領域檔；須逐宣告確認責任邊界、資料依賴與安全拆分，不以行數直接判定可搬移。
Sailune/MigrationPlan.swift,dd9cc7bf2ba0ddf9376001d01b2e306db3462b56c792a0d0a661478fb9181570,534,NovelWriterSchemaV1 | NovelWriterSchemaV2 | NovelWriterSchemaV3 | NovelWriterSchemaV5 | LegacyImportValidationError | LegacyImportValidator | LegacyV3StoreImporter | LegacyV2StoreImporter,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/Node.swift,e85267705f2e8678783aff573d429d7209428da8ec9513b8aef4bb670a82d17c,37,Node,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/OutlineViews.swift,7dee612429744ad9c1c90e2cb302e0e798fcbdc268ba005248cb258c33a9a816,2078,OutlineRowHeightsKey | BookOutlinePresentation | BookBackgroundView | BookBackgroundEditor | BookPlanningWorkspaceTab | BookPlanningWorkspaceView | OutlineStructureBoardMode | NarrativeOutlineTimelineView | NarrativeOutlineListView | BookStructureTimelineView | OutlineStructureBoardView | TimelineOutlineItemCard | BookOutlineWorkspaceView | StoryLineContentView | TimelineStoryLinesView | StageStartEditorSheet | StageSectionView | UnassignedStageSectionView | OutlineItemEditor | OutlineItemSourceLocation,待共用,大型領域檔；須逐宣告確認責任邊界、資料依賴與安全拆分，不以行數直接判定可搬移。
Sailune/PeoplePresets.swift,db97455b03a8debb1bb7c53b765ccb071f35bb19128ed4c15db144de7b45c245,572,PeoplePresetGroup | PeoplePresetSection | PeoplePreset | PeoplePresetCatalogView | PeoplePresetDetailView,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/PersistentStoreRepair.swift,f59881ee1abd4b3abd7a2b8343c3984bc8b58526b7c4e9d230d697cecac4d579,848,StoreUUIDModel | Book | Volume | Section | Timeline | Node | Character | Item | ItemHistory | Organization | CharacterProfile | CharacterAlias | CharacterOrganization | OrganizationIdentityHistory | CharacterAbility | AbilityStageHistory | CharacterAppearance | CharacterPsychology | CharacterItem | CharacterItemHistory | CharacterRelationship | RelationshipHistory | CharacterSummary | KinshipRelation | PersistentStoreRepair | PersistentModelDeletion | CrossStoreDeletionOutcome | CrossStoreDeletionCoordinator,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/PlaceWorldTermViews.swift,0a25cf4b459a12e8f18652c71587311873632d52c60684b2d214339a114af272,470,PlaceListView | WorldTermListView | PlaceDetailView | WorldTermDetailView,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/PlanningRecordProjection.swift,3fcd4ab8903768e44ab3babff15f6a6e90d95f3362aa314afa3b5c938974e9c8,247,PlanningRecordSourceReference | PlanningRecordProjection | PlanningRecordProjectionBuilder,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/PowerHierarchyStore.swift,7185ceb5da831c4d1294419f5fc459dc69298910550635699fa1df2ed85bef9f,288,PowerHierarchyError | PowerHierarchyStore | PowerGraphStore,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/PowerSettingViews.swift,2ed25ab6ef5b7d1eace8025cae8f8abf6743d16b6ba63a4db4fd90abdb40d592,913,PowerListView | PowerLevelManagementView | PowerDetailView | PowerRelationEditorView,待共用,大型領域檔；須逐宣告確認責任邊界、資料依賴與安全拆分，不以行數直接判定可搬移。
Sailune/RelationshipWorkspaceViews.swift,fb28f20179e9b6ed4921809e18f81d8cd750c3ba13210a4ea74c394701996c1b,351,CharacterSearchMatcher | RelationshipGroup | RelationshipGroupBuilder | RelationshipListView | RelationshipDetailSheet | RelationshipDetailRelationRow | KinshipDetailRelationRow | AddGeneralRelationshipSheet,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/ResourcePresets.swift,0bdb48201914c480b6a98437099a1cf98fef3d9c81d49fd5628eaa6ac2181e96,336,ResourcePresetGroup | ResourcePresetSection | ResourcePreset | ResourcePresetCatalogView | ResourcePresetDetailView,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/RichEditorView.swift,ea63ad64a1a5ede96977fd4fed9b103be68c6d397591610a105983d25cf7fd91,1404,NSAttributedString | CharacterReferenceSource | EditorSettingsDestination | CharacterReference | CharacterReferenceLink | CharacterMentionSuggestion | CharacterMentionPayload | CharacterLinkUndoRecord | EditorBridge | EditorSaveState | CompositionUnderlineLayoutManager | CompositionAwareTextView | SailuneTextView | Notification | RichEditorView,待共用,大型領域檔；須逐宣告確認責任邊界、資料依賴與安全拆分，不以行數直接判定可搬移。
Sailune/SailuneAIAnalysisContext.swift,d9ab28ac5b7da414f5784ca19dd120cf4643bcfeec78b852e3e653188c399bf2,488,SailuneAIAnalysisContextError | SailuneAIAnalysisContextBuilder | SailuneAIReadingScope | SailuneAIAnalysisContextBuilder,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/SailuneAICharacterContext.swift,454e906224a7585be8f4c76adfb7023d59cf8f2253a520c5782bd0e9104e99d1,215,SailuneAICharacterContextError | SailuneAICharacterContextBuilder,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/SailuneAIChatSidebarView.swift,43ac3e02880bdd63f93c8ae6f5b28e6d86be3f4d9a327c5792574d58de6a28b8,676,SailuneAIChatSidebarView,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/SailuneAIChatViewModel.swift,9c6775583e5b1d90706d50d1d2304e950707242f814aa9b2912926d35ebc093e,260,SailuneAIChatViewModel,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/SailuneAIClient.swift,47ae9ff079dafcdf7c0dfe3b9f62623e9fcd2ccdc425649761788ab32c98b274,259,SailuneAIClientError | SailuneAIClient,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/SailuneAIConversationStore.swift,21127c800122937bd254b58ceea0aa61e73aa270eb442f5ba717864c746217d6,50,SailuneAIConversation | SailuneAIConversationArchive | SailuneAIConversationStore,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/SailuneAIModels.swift,bd2f23c91b546ab9914a0eba1b98548b33a7beba4c6c9e917c821a5765f36d0a,196,SailuneAISectionAttachment | SailuneAIReadingScope | SailuneAISettingKind | SailuneAISettingDimension | SailuneAISettingAnalysisSelection | SailuneAICharacterComparisonSelection | SailuneAISubmission | SailuneAICharacterCategory | SailuneAICharacterTemplateSelection | SailuneAIMessage | SailuneAIEvidence | SailuneAIChatRequest | SailuneAIChatResponse | SailuneAIResponseValidation,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/SailuneAISettings.swift,baaee5585019b2615cb87abffdfc462ab3e2dfe20c98dbadc57b442e913f545e,127,SailuneAIProvider | SailuneAISettings | SailuneAISettingsError | SailuneAISettingsStore,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/SailuneApp.swift,7ce22a314eced61a7d92c61634baa347ab0250e679f7b7595eb7a92bb9b2ab03,501,SailuneApp | SailuneRootView | DatabaseStartupFailureView | V5DataBackfill | V4DataBackfill,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/SailuneBackupService.swift,9701dacb026dee2ef8da942a15dca525085112458e5b81e2874ef1a986d617aa,364,SailuneDataLocations | SailuneBackupService,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/SearchReplaceView.swift,8d161363efa94c3cf09faef3ef2d082c9298fac6a022120c3a1914db42d327f3,216,Notification | SearchScope | SearchMatch | SearchReplaceView,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/Section.swift,30b96d0b7aef6663da3b50c61fd993e8593ede97a476a5a6398e9990f412e4b5,39,Section,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/SharedUI/PlanningActionStyle.swift,d470420df7a631508efa875698878f4b9eb85dda8c9bd7e1a8be70f1f556aef3,23,PlanningActionStyle,已共用,共用 UI foundation；責任與公開呼叫點由本檔集中提供。
Sailune/SharedUI/SailuneUIFoundation.swift,42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b,224,SailuneLayout | SailuneTheme | SailuneSymbol | SailuneActionCopy | SailuneIconButton | InsetTextEditor | SailuneBorderedTextEditor | SailuneFormTextField | SailuneSearchField,已共用,共用 UI foundation；責任與公開呼叫點由本檔集中提供。
Sailune/SidebarSettingCatalog.swift,8d05705334d3e96e97eadfe684db27319075c75150e5856a34e604f6858b623f,56,SidebarSettingCatalog,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/SidebarSettingsManagerView.swift,68c8e5c392a6ceae67cc846af158633cf8353922b631d5c85a57f0d07c9e0a73,81,SidebarSettingsManagerView,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/StoryTag.swift,74ede2875b28ff801a7fbdfff8b35790e2f3aa12ac09f742c3cff1dbbdb82081,1606,StoryPlanningSchemaV1 | StoryTagKind | ProseAnchorResolver | PlanningUndoDelta | StoryTag | ChapterAnnotation | StoryPlanningStore | StoryPlanningOrderedModel | OutlineStage | OutlineItem | StoryPlanningStoreError,待共用,大型領域檔；須逐宣告確認責任邊界、資料依賴與安全拆分，不以行數直接判定可搬移。
Sailune/StoryTagViews.swift,33d051e84a1d02fc895ccfcedd31d28105275daa56e7fc9492464a88d3364207,108,StoryTagListView,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/TechnologyPresets.swift,c9fb60bef8a13a413b4f8f6813384f03a286ab9ebefb37391e0166b1850d3dca,508,TechnologyPresetSection | TechnologyPreset | TechnologyPresetCatalogView | TechnologyPresetRow | TechnologyPresetDetailView,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/Timeline.swift,a8d0b57a1eb24a7d5831dfe1e90ca3c37acb55c0529fa4c3dc485defb403174f,23,Timeline,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/TimelineCardProjection.swift,5558ca47c02e1fbd4d4a97eee399e9625961591e59574fc1cf567f2ee7048037,84,TimelineCardPresentation | TimelineCardProjection,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/TimelineDateProjection.swift,945119af0c1a6ab7ac9f603ff59ed44f4da38adca3b4c7dfb42148709c2e2e25,352,CellKind | TimelineCell | TimelineEraGroup | TimelineSlot | CellAccum | TimelineDateProjection,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/TimelineEngine.swift,76377904327c6772adeeec08e65676b715928433b4ec83f95847ebbdd5cb319c,188,TimelineEngine,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/TimelineEraManagementViews.swift,396f354beb59cdac5c24620e325f5619bc83c7a349a769f960ad514fe4a7d63d,281,EraManagerPopover | EraRow | EraChangePopover | EraEditPopover,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/TimelineOutlineSourceProjection.swift,40166704459f40b0d2035690c95021374a2ac797951b3234fe6392478d586022,14,TimelineOutlineSourceProjection,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/TimelineViews.swift,16314b98484ce29e0848159f71208758fc7a70f701197cff94b72c280cdd419a,1842,SailuneOutlineTab | SailuneTimelineGranularity | WorkspaceInspectorView | SimpleOutlineInspectorView | NarrativeOutlineNavigationView | TimelineOutlineNavigationView | OutlineNavigationList | OutlineNavigationList | OutlineNavigationList | EventGroup | TimelinePanelView | PlanningRecordCardView | TimelineEventCardView | TimelineEventCreationView | TimelineEventBindingControls | EventRow | AddNodePopover | Color,待共用,大型領域檔；須逐宣告確認責任邊界、資料依賴與安全拆分，不以行數直接判定可搬移。
Sailune/UnlinkedReferenceReviewView.swift,dbd714faa22a76029bfc5f7d788dcbda93fcec34455eca9acc6dae7e19942fd2,66,UnlinkedReferenceReviewView,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
Sailune/V5DataCleanup.swift,95ff5686fa8a054a87e0aa8765dd6b2bd18c19b9f4f5935fa4280a4030d4b016,32,V5DataCleanup,合理例外,具名領域檔；暫保留領域責任，需與逐項清單核對是否有重複操作外殼。
